Nom,Date,Température,Pression au niveau mer,Humidité
MILLAU,2018-10-13,288.7125,101920.0,82.0
MARIGNANE,2018-10-13,292.65,102135.0,71.75
REIMS-PRUNAY,2018-10-14,290.85,100892.5,63.625
PTE DE CHASSIRON,2018-10-14,291.4375,100436.25,82.625
SAINT LAURENT,2018-10-14,300.0,101220.0,83.25
TOURS,2018-10-14,293.23749999999995,100535.0,71.5
EMBRUN,2018-10-14,289.6125,,43.875
NOUVELLE AMSTERDAM,2018-10-14,284.03749999999997,101473.75,65.375
LILLE-LESQUIN,2018-10-14,291.5,100717.5,69.875
LA DESIRADE METEO,2018-10-14,300.8125,101496.25,77.25
ROUEN-BOOS,2018-10-14,291.2375,100573.75,75.5
BREST-GUIPAVAS,2018-10-14,285.26249999999993,100616.25,92.875
RENNES-ST JACQUES,2018-10-14,289.2625,100373.75,91.625
BELLE ILE-LE TALUT,2018-10-14,287.0625,100347.5,95.5
BASTIA,2018-10-14,290.125,101788.75,85.375
BOURGES,2018-10-14,294.17500000000007,100711.25,57.0
POITIERS-BIARD,2018-10-14,293.55000000000007,100502.5,71.125
MONTPELLIER,2018-10-14,293.6642857142857,101364.28571428571,80.0
AJACCIO,2018-10-14,291.87500000000006,101667.5,65.5
CAEN-CARPIQUET,2018-10-14,289.6875,100453.75,89.25
LE PUY-LOUDES,2018-10-14,287.425,,65.875
KERGUELEN,2018-10-14,276.3071428571429,99458.57142857143,78.0
LE RAIZET AERO,2018-05-09,300.3125,101373.75,79.125
ABBEVILLE,2018-05-09,291.07500000000005,101825.0,89.875
PTE DE LA HAGUE,2018-05-09,290.60714285714283,102061.42857142857,77.71428571428571
ALENCON,2018-09-21,288.28749999999997,101587.5,71.625
BELLE ILE-LE TALUT,2018-09-21,289.09999999999997,101841.25,71.0
MONTELIMAR,2018-09-21,295.93750000000006,101683.75,67.75
EMBRUN,2018-09-21,294.02500000000003,,52.5
SAINT LAURENT,2018-09-21,300.4125,101087.5,78.375
BOURGES,2018-09-21,289.95000000000005,101762.5,71.5
MARIPASOULA,2018-09-21,300.92499999999995,101161.25,75.875
PTE DE CHASSIRON,2018-09-22,290.1875,102353.75,74.125
POITIERS-BIARD,2018-09-22,288.875,102332.5,69.875
RENNES-ST JACQUES,2018-09-22,288.15,102033.75,84.5
CAP CEPET,2018-09-22,297.3875,101598.75,38.0
PTE DE CHASSIRON,2018-06-10,289.35,101038.75,89.625
LE PUY-LOUDES,2018-06-10,287.2625,,66.5
TOULOUSE-BLAGNAC,2018-06-10,292.85,101390.0,63.625
PERPIGNAN,2018-06-10,292.5625,101471.25,77.875
EUROPA,2018-06-10,297.55,101646.25,66.25
SAINT LAURENT,2018-06-10,300.31249999999994,101113.75,80.5
LILLE-LESQUIN,2018-06-10,288.3375,100883.75,78.5
NICE,2018-06-10,293.5125,101572.5,60.75
AJACCIO,2018-07-10,290.7125,101468.75,84.25
ROUEN-BOOS,2018-07-10,285.525,101796.25,83.25
PTE DE CHASSIRON,2018-07-10,287.3,101610.0,83.375
ST-BARTHELEMY METEO,2018-07-10,300.7,101406.25,77.625
PLOUMANAC'H,2018-07-10,285.5625,102300.0,61.125
TOULOUSE-BLAGNAC,2018-07-10,285.9625,101747.5,86.625
RENNES-ST JACQUES,2018-07-10,285.45000000000005,101891.25,85.625
GOURDON,2018-07-10,284.9125,101581.25,96.5
LAMENTIN-AERO,2018-07-10,300.6875,101332.5,79.5
PTE DE LA HAGUE,2018-07-10,285.96250000000003,102188.75,67.5
SAINT LAURENT,2018-07-10,301.06249999999994,101128.75,78.25
STRASBOURG-ENTZHEIM,2018-07-10,288.63750000000005,101457.5,74.875
MONTPELLIER,2018-07-10,289.55,101481.25,69.5
LILLE-LESQUIN,2018-07-10,285.8125,101872.5,74.375
POITIERS-BIARD,2018-07-10,287.375,101406.25,86.875
LIMOGES-BELLEGARDE,2018-07-10,285.05,101416.25,89.125
PTE DE CHASSIRON,2018-08-10,287.72499999999997,102132.5,83.5
MARIPASOULA,2018-08-10,301.225,101192.5,75.0
BOURGES,2018-08-10,288.4,102095.0,77.125
BASTIA,2018-08-10,292.05,101776.25,89.125
LIMOGES-BELLEGARDE,2018-08-10,286.7125,101960.0,85.375
BORDEAUX-MERIGNAC,2018-08-10,286.9375,102018.75,89.5
CAP CEPET,2018-08-10,291.0625,101617.5,96.625
LA DESIRADE METEO,2018-08-10,301.6875,101357.5,74.0
MONTELIMAR,2018-08-10,289.2875,101865.0,80.625
ROUEN-BOOS,2018-08-10,283.55,102306.25,77.5
LAMENTIN-AERO,2018-08-10,299.99285714285713,101310.0,82.85714285714286
PLOUMANAC'H,2018-08-10,285.8375,102315.0,73.875
ALENCON,2018-08-10,283.75,102293.75,80.5
ST-PIERRE,2018-09-10,280.84999999999997,102522.5,73.5
ABBEVILLE,2018-09-10,286.2,102021.25,77.125
BORDEAUX-MERIGNAC,2018-09-10,287.9875,101593.75,90.875
CLERMONT-FD,2018-09-10,288.47499999999997,101890.0,76.25
MONTPELLIER,2018-09-10,292.0375,101770.0,79.25
KERGUELEN,2018-09-10,276.37857142857143,100500.0,72.71428571428571
LIMOGES-BELLEGARDE,2018-09-10,290.58750000000003,101680.0,65.375
LE RAIZET AERO,2018-09-10,300.325,101370.0,82.375
MARIGNANE,2018-10-10,292.325,101451.25,77.5
ST-BARTHELEMY METEO,2018-10-10,301.11249999999995,101300.0,72.0
LE PUY-LOUDES,2018-10-10,284.6625,,85.25
AJACCIO,2018-10-10,293.0125,101633.75,68.0
ALENCON,2018-10-10,289.55,101121.25,76.375
LIMOGES-BELLEGARDE,2018-10-10,289.9,101031.25,68.625
PLOUMANAC'H,2018-10-10,290.625,100737.5,73.625
ORLY,2018-10-10,290.7375,101307.5,71.125
TOURS,2018-10-10,289.5125,101110.0,81.5
ST-PIERRE,2018-09-09,286.8,101871.25,61.625
BREST-GUIPAVAS,2018-09-09,287.28749999999997,102130.0,90.875
EMBRUN,2018-09-09,292.35,,60.5
LE PUY-LOUDES,2018-09-09,289.4125,,67.5
ROUEN-BOOS,2018-10-09,289.375,102411.25,82.5
TROYES-BARBEREY,2018-10-09,291.31250000000006,102335.0,62.875
STRASBOURG-ENTZHEIM,2018-10-09,293.0125,102247.5,62.375
BORDEAUX-MERIGNAC,2018-10-09,293.475,102502.5,77.0
LE PUY-LOUDES,2018-10-09,290.8625,,63.875
GOURDON,2018-10-09,292.9,102412.5,77.875
AJACCIO,2018-10-09,296.7375,102110.0,69.375
RENNES-ST JACQUES,2018-11-09,291.91249999999997,102418.75,78.0
ORLY,2018-11-09,293.325,102376.25,61.0
DIJON-LONGVIC,2018-11-09,295.0375,102412.5,56.375
BALE-MULHOUSE,2018-09-20,294.275,101850.0,69.75
TROYES-BARBEREY,2018-09-20,291.7125,101827.5,69.375
EUROPA,2018-02-09,296.9357142857143,101777.14285714286,76.14285714285714
TARBES-OSSUN,2018-02-09,291.0125,101781.25,67.25
NANTES-BOUGUENAIS,2018-02-09,292.52500000000003,102101.25,51.625
TOULOUSE-BLAGNAC,2018-02-09,293.525,101777.5,46.125
LE RAIZET AERO,2018-04-12,298.32500000000005,101490.0,77.5
RENNES-ST JACQUES,2018-04-12,284.125,102087.5,96.125
NANTES-BOUGUENAIS,2018-04-12,284.84999999999997,102140.0,95.125
LE PUY-LOUDES,2018-04-12,280.225,,86.375
MONT-DE-MARSAN,2018-04-12,287.35,102348.75,95.875
ALENCON,2018-04-12,283.31249999999994,102098.75,86.875
GLORIEUSES,2018-04-12,301.78749999999997,101092.5,74.625
BREST-GUIPAVAS,2018-09-13,286.8375,102501.25,82.125
ABBEVILLE,2018-09-13,288.4,102223.75,78.375
TRINITE-CARAVEL,2018-09-13,301.3,100886.25,80.25
CAYENNE-MATOURY,2018-09-13,301.20000000000005,101128.75,83.25
POITIERS-BIARD,2018-09-13,292.05,102063.75,76.875
NICE,2018-09-13,297.3625,101557.5,73.625
SAINT LAURENT,2018-09-13,300.7,101040.0,76.375
REIMS-PRUNAY,2018-09-13,289.5875,102025.0,84.75
BOURGES,2018-09-13,292.9375,101943.75,69.125
AJACCIO,2018-09-13,296.1375,101678.75,74.125
CAYENNE-MATOURY,2018-09-24,300.22499999999997,101173.75,85.25
CLERMONT-FD,2018-09-24,284.7785714285714,103127.14285714286,68.42857142857143
EUROPA,2018-09-24,297.2875,101777.5,75.625
PAMANDZI,2018-09-24,300.31666666666666,101636.66666666667,73.66666666666667
ST-BARTHELEMY METEO,2018-09-24,301.48749999999995,101456.25,70.875
NANTES-BOUGUENAIS,2018-09-25,286.8,103346.25,54.375
TRINITE-CARAVEL,2018-09-25,301.22499999999997,101422.5,78.875
NICE,2018-09-25,296.65000000000003,102521.25,50.125
NANCY-OCHEY,2018-09-25,283.08750000000003,103636.25,65.25
MONT-DE-MARSAN,2018-09-25,286.0,102862.5,66.875
AJACCIO,2018-09-25,295.675,102273.75,65.0
ST GIRONS,2018-09-26,289.075,102851.25,76.375
CLERMONT-FD,2018-09-26,289.0214285714286,103060.0,58.57142857142857
DIJON-LONGVIC,2018-09-23,293.11249999999995,101860.0,64.75
TARBES-OSSUN,2018-09-23,294.15,102396.25,72.75
ST GIRONS,2018-09-23,293.3125,102386.25,76.875
PTE DE LA HAGUE,2018-09-23,288.3125,101905.0,79.125
ORLY,2018-09-23,290.5625,101702.5,85.5
PTE DE CHASSIRON,2018-09-23,291.77500000000003,102265.0,90.5
REIMS-PRUNAY,2018-09-23,290.175,101502.5,84.375
TRINITE-CARAVEL,2018-09-23,300.875,101268.75,75.75
EUROPA,2018-09-23,297.9875,101793.75,71.0
ST-BARTHELEMY METEO,2018-09-23,302.02500000000003,101307.5,68.875
ST-PIERRE,2018-09-27,287.6125,102026.25,93.25
GOURDON,2018-09-28,292.8,102095.0,61.75
CAP CEPET,2018-09-28,294.04999999999995,101666.25,65.125
PERPIGNAN,2018-09-28,296.23749999999995,101903.75,54.25
RENNES-ST JACQUES,2018-09-28,289.325,102457.5,74.875
POITIERS-BIARD,2018-09-28,291.4125,102260.0,63.625
MONTPELLIER,2018-09-28,290.79285714285714,101920.0,71.85714285714286
LE RAIZET AERO,2018-09-28,300.2625,101297.5,77.0
MONTELIMAR,2018-09-28,292.4375,101897.5,58.75
MONT-DE-MARSAN,2018-09-28,295.31,102114.0,68.6
REIMS-PRUNAY,2018-09-28,285.075,102485.0,76.625
GILLOT-AEROPORT,2018-09-28,296.37500000000006,102066.25,63.375
TARBES-OSSUN,2018-09-28,293.1625,102160.0,66.5
TRINITE-CARAVEL,2018-09-28,300.6375,101243.75,76.0
LAMENTIN-AERO,2018-09-23,300.28749999999997,101233.75,77.125
GLORIEUSES,2018-09-23,299.6125,101632.5,69.125
NICE,2018-09-23,297.06249999999994,101738.75,76.875
CLERMONT-FD,2018-12-27,273.5785714285714,102835.71428571429,79.57142857142857
MONTPELLIER,2018-12-27,277.90714285714284,102802.85714285714,84.57142857142857
ABBEVILLE,2018-12-27,274.03749999999997,102698.75,87.125
TRINITE-CARAVEL,2018-12-27,299.59999999999997,101691.25,71.25
SAINT GEORGES,2018-12-27,297.5625,101103.75,96.75
ST GIRONS,2018-12-27,279.325,102803.75,74.125
GLORIEUSES,2018-12-23,301.72499999999997,100983.75,78.75
TROMELIN,2018-12-23,301.0875,100848.75,73.875
KERGUELEN,2018-12-23,280.2642857142857,101170.0,64.85714285714286
SAINT LAURENT,2018-12-23,298.36249999999995,101287.5,87.5
PTE DE LA HAGUE,2018-12-23,,,
BALE-MULHOUSE,2018-12-23,283.65,102465.0,85.75
PERPIGNAN,2018-12-23,287.7125,102830.0,74.125
NANTES-BOUGUENAIS,2018-12-23,285.8625,102626.25,95.75
AJACCIO,2018-12-23,286.02500000000003,102625.0,85.0
LILLE-LESQUIN,2018-12-23,282.7125,101895.0,94.625
ORLY,2018-12-23,284.3,102285.0,93.5
NANCY-OCHEY,2018-12-23,282.59999999999997,102300.0,93.75
BORDEAUX-MERIGNAC,2018-12-24,284.075,103101.25,96.5
TROMELIN,2018-12-24,301.8625,100943.75,76.0
LE RAIZET AERO,2018-12-24,297.0125,101665.0,84.875
KERGUELEN,2018-12-24,283.2875,101105.0,70.125
TRINITE-CARAVEL,2018-12-24,298.375,101615.0,78.875
ALENCON,2018-12-24,283.4125,102992.5,91.625
EUROPA,2018-12-24,299.95000000000005,101058.75,60.125
TARBES-OSSUN,2018-12-24,281.025,103082.5,89.625
MARIPASOULA,2018-12-24,298.5625,101260.0,84.625
BREST-GUIPAVAS,2018-12-25,282.475,103243.75,93.125
EMBRUN,2018-12-25,275.92499999999995,,66.0
KERGUELEN,2018-12-25,283.3875,101380.0,70.125
BASTIA,2018-12-20,283.7125,102136.25,80.25
EUROPA,2018-12-20,302.2125,101233.75,75.25
BREST-GUIPAVAS,2018-12-20,282.8625,101226.25,86.25
ALENCON,2018-12-20,280.775,101460.0,87.75
NANCY-OCHEY,2018-12-20,279.4375,101733.75,88.625
TOULOUSE-BLAGNAC,2018-12-20,281.05,102427.5,78.375
TRINITE-CARAVEL,2018-12-20,298.7625,101646.25,78.5
TARBES-OSSUN,2018-12-20,280.4875,102441.25,72.625
RENNES-ST JACQUES,2018-12-20,281.8375,101433.75,90.875
PTE DE LA HAGUE,2018-12-20,284.0833333333333,100911.66666666667,79.0
DIJON-LONGVIC,2018-12-20,279.4625,102001.25,90.125
ST-BARTHELEMY METEO,2018-12-20,299.8875,101720.0,63.375
NANTES-BOUGUENAIS,2018-12-20,282.57499999999993,101636.25,91.875
NICE,2018-12-20,280.59999999999997,102125.0,77.5
BALE-MULHOUSE,2018-12-20,279.1125,102012.5,82.125
CAYENNE-MATOURY,2018-12-20,298.675,101242.5,88.875
ROUEN-BOOS,2018-12-20,280.32500000000005,101276.25,87.0
LA DESIRADE METEO,2018-12-20,299.65,101656.25,72.625
BOURGES,2018-12-19,281.625,101536.25,85.25
LE PUY-LOUDES,2018-12-19,279.2375,,79.25
MONTELIMAR,2018-12-19,281.2,101903.75,89.5
ST-PIERRE,2018-12-19,273.93749999999994,98448.75,82.75
SAINT GEORGES,2018-12-19,298.2,101281.25,93.625
PTE DE LA HAGUE,2018-12-19,283.3833333333333,100686.66666666667,75.66666666666667
REIMS-PRUNAY,2018-12-19,281.3125,101286.25,85.625
EMBRUN,2018-12-19,273.45000000000005,,83.375
MONTPELLIER,2018-12-19,284.78749999999997,101825.0,80.25
GILLOT-AEROPORT,2018-12-19,300.1,101545.0,63.75
LAMENTIN-AERO,2018-12-19,298.05,101615.0,77.5
LIMOGES-BELLEGARDE,2018-12-19,279.6875,101720.0,94.0
MARIGNANE,2018-12-19,285.05,101871.25,87.375
RENNES-ST JACQUES,2018-12-19,281.075,101047.5,94.75
NANTES-BOUGUENAIS,2018-12-19,281.75,101198.75,93.375
BOURGES,2018-12-16,280.8,101368.75,95.375
GOURDON,2018-12-16,281.57500000000005,101586.25,99.0
MILLAU,2018-12-16,278.125,101626.25,97.125
EMBRUN,2018-12-27,274.475,,64.0
TARBES-OSSUN,2018-12-27,279.9375,102766.25,82.75
EUROPA,2018-12-27,299.7375,101198.75,67.75
BELLE ILE-LE TALUT,2018-12-27,280.4375,102678.75,94.75
TOURS,2018-12-27,274.3,102757.5,100.0
LE PUY-LOUDES,2018-12-27,273.78749999999997,,64.125
TARBES-OSSUN,2018-12-28,281.04999999999995,103141.25,84.25
AJACCIO,2018-12-28,283.1125,102621.25,77.875
PTE DE CHASSIRON,2018-12-28,280.9375,103160.0,84.0
ORLY,2018-12-28,273.41249999999997,103163.75,92.0
GOURDON,2018-12-28,278.875,103100.0,87.5
CAP CEPET,2018-12-28,283.02500000000003,102518.75,82.0
SAINT GEORGES,2018-12-28,299.05,101193.75,82.875
LILLE-LESQUIN,2018-12-28,274.175,103051.25,97.25
BELLE ILE-LE TALUT,2018-12-28,279.5625,103236.25,94.375
LYON-ST EXUPERY,2018-12-28,274.9,103096.25,98.75
PERPIGNAN,2018-12-28,282.48749999999995,102796.25,74.0
NANCY-OCHEY,2018-12-28,273.13750000000005,103135.0,96.625
TROMELIN,2018-12-28,302.70000000000005,101183.75,71.25
PLOUMANAC'H,2018-12-28,282.17499999999995,103200.0,79.625
CLERMONT-FD,2018-12-28,274.8875,103113.75,79.875
EMBRUN,2018-12-28,275.2875,,67.5
POITIERS-BIARD,2018-11-26,279.525,101100.0,94.125
CAP CEPET,2018-11-26,282.2625,100213.75,68.75
TROYES-BARBEREY,2018-11-14,280.4,102743.75,93.0
ST GIRONS,2018-11-14,284.4125,102312.5,76.75
CAP CEPET,2018-11-14,289.825,102613.75,85.0
PAMANDZI,2018-11-14,301.575,101097.5,74.75
PTE DE CHASSIRON,2018-11-14,285.51250000000005,102301.25,90.75
LIMOGES-BELLEGARDE,2018-11-14,285.95,102420.0,80.75
MONT-DE-MARSAN,2018-11-14,285.13750000000005,102252.5,93.375
MILLAU,2018-11-14,285.225,102505.0,88.375
MARIPASOULA,2018-11-14,298.5625,101080.0,87.25
ORLY,2018-11-15,281.83750000000003,102347.5,98.375
GOURDON,2018-11-15,288.22499999999997,102028.75,73.5
EUROPA,2018-11-15,298.8125,101475.0,79.375
TOULOUSE-BLAGNAC,2018-11-15,289.1375,101961.25,79.125
TOURS,2018-11-15,283.25000000000006,102162.5,98.25
LA DESIRADE METEO,2018-11-15,300.8375,101421.25,70.625
MARIGNANE,2018-11-15,288.53749999999997,102300.0,80.375
KERGUELEN,2018-11-15,276.4875,101276.25,61.375
NANTES-BOUGUENAIS,2018-11-15,285.18749999999994,101917.5,91.125
LYON-ST EXUPERY,2018-11-15,284.83750000000003,102406.25,84.5
EMBRUN,2018-11-15,282.1375,,66.125
PAMANDZI,2018-11-15,301.20714285714286,101285.71428571429,76.42857142857143
LAMENTIN-AERO,2018-11-15,300.3125,101363.75,73.25
CAEN-CARPIQUET,2018-11-15,284.325,102080.0,91.625
DIJON-LONGVIC,2018-11-15,281.53749999999997,102517.5,99.5
AJACCIO,2018-11-15,287.13750000000005,102222.5,83.5
MONT-DE-MARSAN,2018-11-16,284.725,102015.0,93.5
EUROPA,2018-11-18,298.37500000000006,101425.0,71.625
BOURGES,2018-11-18,277.3625,101933.75,80.75
LIMOGES-BELLEGARDE,2018-11-18,280.9625,101573.75,60.75
CLERMONT-FD,2018-11-18,276.1,101872.5,89.125
RENNES-ST JACQUES,2018-11-18,277.875,101926.25,81.5
ABBEVILLE,2018-11-18,277.0,102478.75,73.375
ROUEN-BOOS,2018-11-18,277.2625,102318.75,71.75
MONTELIMAR,2018-11-18,279.9875,101803.75,81.625
LILLE-LESQUIN,2018-11-18,277.2875,102592.5,68.375
BALE-MULHOUSE,2018-11-18,272.8125,102301.25,87.5
LYON-ST EXUPERY,2018-11-18,277.4625,101968.75,90.5
MONT-DE-MARSAN,2018-11-19,279.5125,100535.0,81.625
BASTIA,2018-11-19,281.95,100563.75,88.25
LAMENTIN-AERO,2018-11-19,299.3875,101402.5,83.125
PTE DE LA HAGUE,2018-11-19,282.1625,101577.5,67.5
CLERMONT-FD,2018-11-19,274.8375,100931.25,84.5
BALE-MULHOUSE,2018-11-19,272.9,101166.25,86.375
ST GIRONS,2018-11-19,277.75,100533.75,87.75
ORLY,2018-11-19,276.2125,101408.75,70.875
RENNES-ST JACQUES,2018-11-19,276.5,101360.0,75.625
ST-BARTHELEMY METEO,2018-11-19,300.53749999999997,101568.75,69.125
SAINT LAURENT,2018-11-19,298.3,101100.0,94.5
STRASBOURG-ENTZHEIM,2018-11-19,275.3,101291.25,67.5
TOULOUSE-BLAGNAC,2018-11-19,281.01250000000005,100492.5,74.0
SAINT GEORGES,2018-11-20,300.48749999999995,101060.0,82.25
ABBEVILLE,2018-11-20,275.65,100608.75,81.25
PTE DE LA HAGUE,2018-11-20,278.9875,100507.5,75.125
LE PUY-LOUDES,2018-11-20,275.125,,86.625
GLORIEUSES,2018-11-20,300.9875,101387.5,72.5
POITIERS-BIARD,2018-11-20,274.61250000000007,100390.0,88.25
GOURDON,2018-11-20,273.98749999999995,100291.25,80.875
TROMELIN,2018-11-20,300.4625,,72.5
BOURGES,2018-11-20,275.625,100357.5,80.25
RENNES-ST JACQUES,2018-11-20,275.6,100497.5,86.75
NANTES-BOUGUENAIS,2018-11-20,275.1375,100436.25,86.75
LILLE-LESQUIN,2018-11-20,276.4125,100693.75,75.5
TOURS,2018-11-20,275.53749999999997,100393.75,87.875
CAEN-CARPIQUET,2018-11-20,275.9875,100555.0,83.625
NANCY-OCHEY,2018-11-20,275.0,100528.75,78.625
EUROPA,2018-11-20,298.79999999999995,101370.0,71.75
LE RAIZET AERO,2018-11-20,298.9125,101526.25,79.25
LIMOGES-BELLEGARDE,2018-11-21,275.3625,101133.75,75.375
TROMELIN,2018-11-21,300.575,,70.875
ST-BARTHELEMY METEO,2018-11-21,300.4625,101663.75,67.875
EMBRUN,2018-11-21,278.825,,68.25
BASTIA,2018-11-21,284.9625,101161.25,84.375
MILLAU,2018-11-21,278.1875,101042.5,93.625
CAEN-CARPIQUET,2018-11-21,273.875,101170.0,88.625
TROYES-BARBEREY,2018-11-21,272.475,101365.0,97.375
STRASBOURG-ENTZHEIM,2018-11-21,274.1375,101513.75,87.875
TOURS,2018-11-21,273.92499999999995,101232.5,88.875
PERPIGNAN,2018-11-21,283.21250000000003,101003.75,76.5
ABBEVILLE,2018-11-21,274.63750000000005,101313.75,87.0
PTE DE CHASSIRON,2018-11-21,278.08750000000003,101025.0,72.375
LAMENTIN-AERO,2018-10-17,299.675,101237.5,84.0
BALE-MULHOUSE,2018-10-17,285.6375,101862.5,72.625
MONT-DE-MARSAN,2018-09-18,296.775,101618.75,70.875
ABBEVILLE,2018-09-18,291.45,101321.25,69.0
LE PUY-LOUDES,2018-09-18,290.4875,,67.875
GOURDON,2018-09-18,295.93750000000006,101647.5,62.5
MILLAU,2018-09-18,291.875,101755.0,76.75
NANTES-BOUGUENAIS,2018-09-18,293.2875,101558.75,82.25
SAINT GEORGES,2018-09-18,298.7125,101152.5,87.375
NANCY-OCHEY,2018-06-10,289.8875,101136.25,65.25
TROMELIN,2018-06-10,298.425,101575.0,74.25
ORLY,2018-06-10,289.3625,100946.25,70.125
MONT-DE-MARSAN,2018-06-10,288.275,101461.25,85.0
ABBEVILLE,2018-07-10,285.1375,101861.25,77.0
BELLE ILE-LE TALUT,2018-07-10,286.35,102051.25,68.0
ST GIRONS,2018-07-10,284.7375,101860.0,80.5
MARIPASOULA,2018-07-10,300.825,101190.0,77.375
ORLY,2018-07-10,287.0625,101668.75,82.125
SAINT GEORGES,2018-07-10,300.96250000000003,101166.25,75.875
LE PUY-LOUDES,2018-07-10,283.0125,,83.75
ALENCON,2018-07-10,285.5375,101720.0,88.875
BASTIA,2018-07-10,291.3375,101446.25,85.0
NICE,2018-07-10,291.5125,101395.0,78.625
TROYES-BARBEREY,2018-08-10,285.72499999999997,102161.25,86.25
CLERMONT-FD,2018-08-10,286.92142857142863,101992.85714285714,85.85714285714286
LE RAIZET AERO,2018-08-10,300.31250000000006,101371.25,82.5
ST GIRONS,2018-08-10,285.4125,101948.75,85.75
LYON-ST EXUPERY,2018-08-10,287.79999999999995,101957.5,88.625
DIJON-LONGVIC,2018-08-10,287.28749999999997,102020.0,85.625
NICE,2018-08-10,294.3375,101750.0,69.0
TOULOUSE-BLAGNAC,2018-08-10,286.76250000000005,101935.0,83.375
SAINT LAURENT,2018-08-10,300.7875,101113.75,78.0
ORLY,2018-08-10,285.0375,102237.5,72.125
TOURS,2018-08-10,287.0125,102177.5,73.625
TROMELIN,2018-09-10,298.4125,,70.875
MONT-DE-MARSAN,2018-09-10,286.65,101561.25,89.75
ST-BARTHELEMY METEO,2018-09-10,301.075,101420.0,77.0
BREST-GUIPAVAS,2018-09-10,285.9,101717.5,79.875
NANTES-BOUGUENAIS,2018-09-10,289.325,101681.25,71.875
POITIERS-BIARD,2018-09-10,289.7125,101732.5,72.0
GLORIEUSES,2018-10-10,300.325,101447.5,66.5
EMBRUN,2018-10-10,290.52500000000003,,46.125
BASTIA,2018-10-10,290.8625,101895.0,89.5
PTE DE LA HAGUE,2018-10-10,291.8625,100963.75,72.625
PAMANDZI,2018-10-10,299.81666666666666,101556.66666666667,77.66666666666667
SAINT LAURENT,2018-10-10,301.01250000000005,100973.75,75.625
LYON-ST EXUPERY,2018-12-10,293.13750000000005,102140.0,68.125
AJACCIO,2018-12-10,292.9375,102255.0,81.875
CLERMONT-FD,2018-10-13,292.1125,101761.25,60.5
GLORIEUSES,2018-10-13,299.72499999999997,101417.5,70.375
PTE DE CHASSIRON,2018-10-13,293.8,101366.25,74.25
LE PUY-LOUDES,2018-10-13,287.72499999999997,,75.25
ST GIRONS,2018-10-13,291.6875,101557.5,74.0
EMBRUN,2018-10-13,289.09999999999997,,61.625
TROMELIN,2018-10-13,298.43749999999994,,76.25
LE RAIZET AERO,2018-10-13,299.6625,101426.25,85.75
LE PUY-LOUDES,2018-05-09,288.6375,,77.5
LA DESIRADE METEO,2018-05-09,302.16249999999997,101352.5,70.375
BASTIA,2018-05-09,295.875,101522.5,74.875
POITIERS-BIARD,2018-06-09,291.3375,101601.25,82.5
AJACCIO,2018-06-09,296.45,101221.25,71.75
EUROPA,2018-06-09,296.9785714285714,101844.28571428571,83.57142857142857
TRINITE-CARAVEL,2018-06-09,303.05,101440.0,67.0
LAMENTIN-AERO,2018-06-09,301.26249999999993,101380.0,73.625
ABBEVILLE,2018-06-09,289.55,101588.75,84.375
TROYES-BARBEREY,2018-06-09,292.175,101426.25,79.75
CAEN-CARPIQUET,2018-07-09,289.34999999999997,101831.25,70.625
MARIGNANE,2018-07-09,296.975,101320.0,57.5
SAINT LAURENT,2018-07-09,300.125,101208.75,79.75
GOURDON,2018-07-09,292.125,101788.75,76.375
BASTIA,2018-07-09,295.83750000000003,101268.75,76.125
REIMS-PRUNAY,2018-07-09,286.8125,101683.75,78.75
MONTELIMAR,2018-03-09,294.32500000000005,101446.25,55.375
GILLOT-AEROPORT,2018-03-09,294.52500000000003,102108.75,78.375
LE PUY-LOUDES,2018-03-09,287.85,,69.75
MONT-DE-MARSAN,2018-03-09,292.0375,101453.75,60.875
SAINT LAURENT,2018-03-09,300.0,101141.25,82.0
LILLE-LESQUIN,2018-03-09,291.1625,101912.5,65.75
DIJON-LONGVIC,2018-03-09,291.15,101632.5,66.5
KERGUELEN,2018-03-09,281.2125,100938.75,81.625
REIMS-PRUNAY,2018-03-09,291.0875,101777.5,68.125
LAMENTIN-AERO,2018-03-09,300.84999999999997,101332.5,75.375
MARIPASOULA,2018-03-09,300.02500000000003,101220.0,82.5
NICE,2018-04-09,295.925,101333.75,70.5
NOUVELLE AMSTERDAM,2018-04-09,284.775,103715.0,64.75
LIMOGES-BELLEGARDE,2018-04-09,292.9875,101448.75,58.25
TOULOUSE-BLAGNAC,2018-04-09,296.36249999999995,101352.5,51.375
EUROPA,2018-04-09,297.25000000000006,101776.25,86.125
REIMS-PRUNAY,2018-04-09,292.38750000000005,101655.0,77.75
PERPIGNAN,2018-04-09,296.03749999999997,101376.25,62.375
LAMENTIN-AERO,2018-04-09,301.425,101307.5,76.875
PTE DE CHASSIRON,2018-04-09,293.03749999999997,101638.75,72.125
ALENCON,2018-04-09,289.7,101853.75,79.375
ST-PIERRE,2018-04-09,291.175,101751.25,93.875
ST-BARTHELEMY METEO,2018-04-09,,,
EMBRUN,2018-04-09,290.7,,58.0
PTE DE LA HAGUE,2018-04-09,290.3375,102023.75,83.375
CLERMONT-FD,2018-04-09,290.17857142857144,101532.85714285714,67.85714285714286
PLOUMANAC'H,2018-05-09,290.13750000000005,102083.75,80.875
MONT-DE-MARSAN,2018-05-09,292.92499999999995,101520.0,81.5
LIMOGES-BELLEGARDE,2018-10-09,294.0875,102370.0,65.0
