Nom,Date,Température,Pression au niveau mer,Humidité
TOURS,2018-05-26,292.8125,101338.75,75.0
NICE,2018-05-26,294.6125,101825.0,72.125
PTE DE LA HAGUE,2018-05-26,286.8375,101551.25,93.875
LYON-ST EXUPERY,2018-05-26,296.775,101593.75,47.375
MONT-DE-MARSAN,2018-05-26,290.8,101283.75,91.0
ST-PIERRE,2018-05-26,278.7375,100425.0,95.25
CAEN-CARPIQUET,2018-05-26,291.56249999999994,101471.25,83.75
LE PUY-LOUDES,2018-05-26,291.82500000000005,,52.25
BORDEAUX-MERIGNAC,2018-05-26,292.0125,101282.5,84.25
ABBEVILLE,2018-05-26,293.775,101645.0,80.5
BOURGES,2018-07-05,294.0125,101428.75,59.125
GOURDON,2018-07-05,293.325,101405.0,73.375
MARIGNANE,2018-07-05,292.325,101438.75,76.625
GILLOT-AEROPORT,2018-07-05,298.2833333333333,101701.66666666667,66.5
MONTPELLIER,2018-07-05,291.5125,101445.0,78.875
BASTIA,2018-07-05,291.5125,101440.0,89.0
BALE-MULHOUSE,2018-07-05,291.825,101456.25,46.375
LAMENTIN-AERO,2018-07-05,299.5375,101722.5,75.375
NICE,2018-07-05,291.575,101438.75,82.375
GLORIEUSES,2018-07-05,300.8,101398.75,73.875
CAYENNE-MATOURY,2018-07-05,300.1875,101370.0,80.0
DIJON-LONGVIC,2018-07-05,293.28749999999997,101372.5,51.125
LIMOGES-BELLEGARDE,2018-07-05,293.7,101407.5,64.75
LILLE-LESQUIN,2018-08-05,293.3125,101007.5,53.0
TOULOUSE-BLAGNAC,2018-10-05,288.02500000000003,101835.0,66.875
NICE,2018-10-05,291.5875,101058.75,78.75
BELLE ILE-LE TALUT,2018-10-05,285.2625,101943.75,69.875
NANTES-BOUGUENAIS,2018-10-05,286.0875,101830.0,70.125
LE PUY-LOUDES,2018-11-05,286.0125,,68.625
LIMOGES-BELLEGARDE,2018-11-05,287.9,101633.75,55.625
LILLE-LESQUIN,2018-11-05,286.7625,101803.75,63.125
BALE-MULHOUSE,2018-11-05,288.175,101745.0,74.25
CAP CEPET,2018-11-05,290.5,101561.25,72.625
ST GIRONS,2018-11-05,289.0375,101620.0,63.375
ST-PIERRE,2018-11-05,278.29999999999995,100631.25,97.25
NANTES-BOUGUENAIS,2018-11-05,286.58750000000003,101552.5,74.625
PTE DE LA HAGUE,2018-11-05,285.54999999999995,101466.25,73.125
CAYENNE-MATOURY,2018-11-05,298.5875,101370.0,93.5
PTE DE CHASSIRON,2018-05-26,291.075,101285.0,87.375
BREST-GUIPAVAS,2018-05-27,290.15000000000003,101347.5,86.375
BOURGES,2018-07-19,297.55,101547.5,49.25
TROMELIN,2018-07-19,297.3375,101933.75,65.375
LE RAIZET AERO,2018-07-19,301.3666666666666,101623.33333333333,78.0
LYON-ST EXUPERY,2018-07-19,298.6875,101425.0,44.375
MONTPELLIER,2018-07-19,299.96666666666664,101335.0,53.5
LYON-ST EXUPERY,2018-07-20,295.33750000000003,101336.25,63.875
MONTELIMAR,2018-07-20,296.8,101293.75,62.875
MARIGNANE,2018-07-20,299.1125,101295.0,61.0
ROUEN-BOOS,2018-07-20,291.1375,101436.25,88.0
RENNES-ST JACQUES,2018-07-20,291.81249999999994,101591.25,71.0
TOULOUSE-BLAGNAC,2018-07-20,295.09999999999997,101517.5,76.375
POITIERS-BIARD,2018-07-20,293.2125,101547.5,75.375
CAP CEPET,2018-06-07,298.5875,101377.5,48.75
NICE,2018-06-07,297.98749999999995,101320.0,65.125
REIMS-PRUNAY,2018-06-07,294.475,102005.0,63.875
PLOUMANAC'H,2018-06-07,290.125,102280.0,89.0
PTE DE CHASSIRON,2018-06-07,293.83750000000003,102195.0,83.375
NOUVELLE AMSTERDAM,2018-06-07,286.00714285714287,101681.42857142857,77.71428571428571
RENNES-ST JACQUES,2018-06-07,292.91249999999997,102185.0,82.375
CAEN-CARPIQUET,2018-06-07,293.025,102170.0,76.875
MONTPELLIER,2018-06-07,299.68749999999994,101796.25,45.625
GLORIEUSES,2018-06-07,299.6875,101785.0,67.625
LYON-ST EXUPERY,2018-06-07,293.9375,101963.75,73.75
ST-BARTHELEMY METEO,2018-06-07,,,
PTE DE LA HAGUE,2018-07-07,291.01666666666665,102430.0,82.16666666666667
PLOUMANAC'H,2018-07-07,290.51249999999993,102442.5,87.75
LYON-ST EXUPERY,2018-07-07,296.1625,101955.0,60.25
MONTPELLIER,2018-07-07,299.87499999999994,101765.0,47.125
ST-BARTHELEMY METEO,2018-07-07,,,
LILLE-LESQUIN,2018-07-07,296.65000000000003,102336.25,57.125
RENNES-ST JACQUES,2018-07-07,295.37500000000006,102317.5,71.5
TOULOUSE-BLAGNAC,2018-07-07,297.175,102005.0,58.5
GLORIEUSES,2018-07-07,298.45,101753.75,70.5
LIMOGES-BELLEGARDE,2018-07-07,295.8125,102121.25,58.25
BOURGES,2018-07-07,297.33750000000003,102181.25,54.125
DIJON-LONGVIC,2018-07-07,296.15000000000003,102105.0,57.0
BALE-MULHOUSE,2018-07-07,294.41249999999997,102146.25,69.625
ST-PIERRE,2018-07-07,284.77500000000003,100981.25,87.875
ORLY,2018-07-07,298.0625,102267.5,52.875
CAEN-CARPIQUET,2018-07-07,293.73749999999995,102406.25,72.875
BELLE ILE-LE TALUT,2018-07-07,294.575,102308.75,76.5
EMBRUN,2018-08-07,295.9375,,50.0
PERPIGNAN,2018-08-07,302.425,101755.0,38.0
CAYENNE-MATOURY,2018-08-07,299.70000000000005,101326.25,86.375
BORDEAUX-MERIGNAC,2018-08-07,299.25000000000006,102056.25,54.5
REIMS-PRUNAY,2018-05-25,291.6125,101671.25,77.875
GOURDON,2018-05-25,292.5625,101408.75,73.75
REIMS-PRUNAY,2018-05-26,294.24999999999994,101676.25,75.875
ORLY,2018-05-26,294.9375,101520.0,72.125
NANTES-BOUGUENAIS,2018-05-26,291.9375,101252.5,83.625
GOURDON,2018-05-26,293.78749999999997,101285.0,53.875
CAP CEPET,2018-05-26,293.7,101728.75,73.5
TROMELIN,2018-05-26,298.78749999999997,101467.5,85.875
LIMOGES-BELLEGARDE,2018-05-26,292.9375,101288.75,60.625
NANCY-OCHEY,2018-05-26,294.61249999999995,101730.0,66.0
LAMENTIN-AERO,2018-05-26,300.45,101502.5,77.0
AJACCIO,2018-05-26,294.6875,101740.0,68.875
LILLE-LESQUIN,2018-05-27,296.8125,101566.25,66.75
BELLE ILE-LE TALUT,2018-05-27,290.5,101443.75,87.75
LYON-ST EXUPERY,2018-05-27,295.21666666666664,101586.66666666667,65.16666666666667
MONTELIMAR,2018-05-27,293.3,101597.5,75.625
BASTIA,2018-05-27,293.52500000000003,101706.25,81.375
PLOUMANAC'H,2018-05-27,289.7375,101368.75,87.125
CAP CEPET,2018-05-27,294.8125,101490.0,67.25
LE PUY-LOUDES,2018-05-27,290.35,,69.625
MONT-DE-MARSAN,2018-05-27,291.0928571428571,101510.0,87.14285714285714
PTE DE CHASSIRON,2018-05-27,290.7375,101553.75,82.5
TARBES-OSSUN,2018-05-27,289.15,101502.5,92.75
REIMS-PRUNAY,2018-05-27,295.125,101573.75,73.375
MILLAU,2018-05-27,290.96250000000003,101466.25,63.75
AJACCIO,2018-05-27,295.2125,101491.25,66.375
ORLY,2018-05-27,295.1875,101538.75,67.625
EMBRUN,2018-05-27,291.9875,,54.875
RENNES-ST JACQUES,2018-05-28,291.4375,101582.5,82.375
ORLY,2018-05-28,294.56250000000006,101586.25,72.5
PLOUMANAC'H,2018-12-06,288.825,101606.25,81.625
NANTES-BOUGUENAIS,2018-12-06,290.4125,101221.25,89.875
LAMENTIN-AERO,2018-12-06,301.0875,101691.25,73.125
PTE DE LA HAGUE,2018-12-06,287.85,101587.5,86.75
TROYES-BARBEREY,2018-12-06,291.375,101042.5,83.0
PTE DE CHASSIRON,2018-12-06,291.53749999999997,101185.0,85.125
BREST-GUIPAVAS,2018-12-06,288.9,101635.0,86.75
TARBES-OSSUN,2018-12-06,286.61250000000007,101306.25,94.625
POITIERS-BIARD,2018-05-02,273.5,101810.0,80.5
MONTELIMAR,2018-05-02,276.66249999999997,101557.5,81.5
LIMOGES-BELLEGARDE,2018-05-02,273.16249999999997,101526.25,92.0
LYON-ST EXUPERY,2018-05-02,274.3,101677.5,88.0
LA DESIRADE METEO,2018-05-02,299.1928571428571,101532.85714285714,75.57142857142857
LE RAIZET AERO,2018-05-02,298.0375000000001,101592.5,79.625
NANTES-BOUGUENAIS,2018-06-02,274.92142857142863,101507.14285714286,82.71428571428571
LILLE-LESQUIN,2018-06-02,272.45,101513.75,77.75
MILLAU,2018-06-02,271.97499999999997,101281.25,93.0
NICE,2018-02-02,282.34999999999997,100217.5,60.0
MONTPELLIER,2018-02-02,279.4875,100748.75,50.75
LE RAIZET AERO,2018-02-02,297.175,101550.0,74.0
MONTELIMAR,2018-02-02,278.9875,100801.25,59.0
SAINT LAURENT,2018-02-02,299.55,101023.75,83.125
CAYENNE-MATOURY,2018-03-02,299.2625,101037.5,82.75
MILLAU,2018-03-02,273.475,101087.5,78.625
ABBEVILLE,2018-03-02,276.63750000000005,100811.25,91.75
TROYES-BARBEREY,2018-03-02,276.55,100930.0,89.5
MONT-DE-MARSAN,2018-03-02,277.90000000000003,101406.25,94.625
NICE,2018-03-02,281.7,100177.5,54.375
LE PUY-LOUDES,2018-04-02,273.1875,,84.625
GOURDON,2018-04-02,278.3125,101295.0,85.25
BASTIA,2018-04-02,279.65000000000003,101291.25,73.75
EMBRUN,2018-08-02,272.0625,,69.125
CAYENNE-MATOURY,2018-08-02,299.1875,101223.75,81.375
CAP CEPET,2018-08-02,276.975,101452.5,67.625
EUROPA,2018-08-02,300.33750000000003,101085.0,72.75
REIMS-PRUNAY,2018-09-02,270.9,101627.5,89.75
GOURDON,2018-09-02,272.025,102031.25,90.875
TARBES-OSSUN,2018-09-02,274.48749999999995,102082.5,80.125
PTE DE LA HAGUE,2018-09-02,279.92499999999995,101397.5,69.25
SAINT GEORGES,2018-09-02,296.7,101206.25,96.375
PTE DE CHASSIRON,2018-09-02,279.8,101856.25,72.5
CROZET,2018-09-02,278.85,102901.66666666667,35.833333333333336
MARIPASOULA,2018-09-02,298.29999999999995,101211.25,87.5
ST GIRONS,2018-09-02,273.4,102095.0,83.625
RENNES-ST JACQUES,2018-09-02,277.4625,101662.5,78.875
MONT-DE-MARSAN,2018-09-02,273.6125,102070.0,87.0
MONTPELLIER,2018-09-02,277.1375,101722.5,64.5
CAYENNE-MATOURY,2018-09-02,297.03749999999997,101256.25,92.125
SAINT LAURENT,2018-10-02,298.275,101190.0,84.25
BALE-MULHOUSE,2018-10-02,274.7,101913.75,79.0
CROZET,2018-10-02,279.25,102630.0,35.0
ORLY,2018-10-02,273.82500000000005,101893.75,84.25
MARIGNANE,2018-10-02,279.23749999999995,101391.25,58.375
STRASBOURG-ENTZHEIM,2018-01-31,281.075,101547.5,83.625
BELLE ILE-LE TALUT,2018-01-31,283.2875,101801.25,88.375
MONT-DE-MARSAN,2018-01-31,280.3125,102370.0,88.0
NANCY-OCHEY,2018-01-31,279.71250000000003,101540.0,92.375
ST GIRONS,2018-01-31,277.65000000000003,102398.75,86.625
TOULOUSE-BLAGNAC,2018-01-31,279.7375,102387.5,82.75
ST-PIERRE,2018-01-31,274.51250000000005,99911.25,89.75
CAEN-CARPIQUET,2018-01-31,281.4375,101272.5,88.75
BALE-MULHOUSE,2018-01-02,277.0875,100718.75,79.75
ST GIRONS,2018-01-02,277.6625,101321.25,92.375
ROUEN-BOOS,2018-11-03,284.625,99205.0,82.0
NANTES-BOUGUENAIS,2018-11-03,284.5625,98972.5,80.375
CAYENNE-MATOURY,2018-11-03,300.1000000000001,101373.75,72.875
ORLY,2018-11-03,286.5625,99347.5,73.625
NOUVELLE AMSTERDAM,2018-11-03,291.975,102356.25,95.625
BREST-GUIPAVAS,2018-12-03,281.9625,99606.25,93.0
PAMANDZI,2018-12-03,299.075,101092.5,88.0
CAEN-CARPIQUET,2018-07-06,289.9125,101490.0,93.0
BOURGES,2018-07-06,292.35,101567.5,78.375
BORDEAUX-MERIGNAC,2018-07-06,292.1875,101568.75,80.25
BALE-MULHOUSE,2018-07-06,293.45000000000005,101456.25,80.625
TARBES-OSSUN,2018-07-06,290.3375,101580.0,77.75
TOULOUSE-BLAGNAC,2018-07-06,292.15,101582.5,72.875
GILLOT-AEROPORT,2018-07-06,297.675,101947.5,78.25
ST GIRONS,2018-07-06,290.03749999999997,101605.0,76.0
TROMELIN,2018-07-06,299.5214285714286,101698.57142857143,78.85714285714286
LAMENTIN-AERO,2018-07-06,301.4,101632.5,70.125
BELLE ILE-LE TALUT,2018-08-06,291.66249999999997,101392.5,79.75
TARBES-OSSUN,2018-08-06,292.8,101198.75,70.75
ALENCON,2018-08-06,292.42499999999995,101457.5,82.5
BREST-GUIPAVAS,2018-08-06,289.90000000000003,101462.5,88.0
DIJON-LONGVIC,2018-08-06,294.05000000000007,101262.5,78.0
LIMOGES-BELLEGARDE,2018-08-06,292.6125,101293.75,74.25
LAMENTIN-AERO,2018-08-06,300.28749999999997,101690.0,73.5
REIMS-PRUNAY,2018-09-06,294.04999999999995,101275.0,80.875
MARIGNANE,2018-09-06,295.26250000000005,101332.5,69.5
EUROPA,2018-09-06,296.3125,102093.75,66.25
GLORIEUSES,2018-09-06,300.275,101618.75,71.75
LILLE-LESQUIN,2018-09-06,290.4625,101461.25,85.75
PLOUMANAC'H,2018-09-06,287.9625,101278.75,95.375
CLERMONT-FD,2018-02-06,292.1375,101823.75,76.25
TROMELIN,2018-02-06,299.4,101533.75,68.375
BELLE ILE-LE TALUT,2018-02-06,290.5,101968.75,74.75
LIMOGES-BELLEGARDE,2018-02-06,292.6875,101771.25,70.625
MONTELIMAR,2018-02-06,295.2875,101750.0,65.75
NICE,2018-02-06,294.2125,101831.25,78.625
PAMANDZI,2018-02-06,299.15,101670.0,69.0
CAYENNE-MATOURY,2018-02-06,299.5875,101243.75,85.125
BREST-GUIPAVAS,2018-02-06,288.9,101955.0,83.5
NANTES-BOUGUENAIS,2018-02-06,292.925,101882.5,71.5
BREST-GUIPAVAS,2018-03-06,289.99999999999994,101537.5,91.0
LE RAIZET AERO,2018-03-06,300.21250000000003,101752.5,74.125
CAYENNE-MATOURY,2018-03-06,299.56249999999994,101321.25,91.5
NANTES-BOUGUENAIS,2018-03-06,293.0625,101442.5,75.25
PTE DE CHASSIRON,2018-03-06,292.8625,101391.25,82.375
BASTIA,2018-03-06,294.2375,101632.5,79.875
PTE DE LA HAGUE,2018-03-06,288.0625,101776.25,85.0
BELLE ILE-LE TALUT,2018-03-06,291.225,101456.25,83.75
ORLY,2018-03-06,294.0,101678.75,69.0
MARIGNANE,2018-03-06,294.30000000000007,101586.25,73.25
NANTES-BOUGUENAIS,2018-04-06,290.95000000000005,101121.25,89.75
ST-PIERRE,2018-05-06,279.15000000000003,101125.0,69.875
ORLY,2018-05-06,291.83750000000003,101147.5,86.75
ALENCON,2018-06-06,288.8125,101215.0,93.875
NANTES-BOUGUENAIS,2018-06-06,289.8625,101167.5,94.625
BOURGES,2018-06-06,292.625,101105.0,83.625
LILLE-LESQUIN,2018-06-06,292.0625,101278.75,76.25
STRASBOURG-ENTZHEIM,2018-08-02,274.2875,102011.25,83.0
NANTES-BOUGUENAIS,2018-08-02,275.1625,102227.5,83.375
PLOUMANAC'H,2018-09-02,280.0125,101638.75,66.125
LILLE-LESQUIN,2018-09-02,273.0625,101290.0,89.0
BELLE ILE-LE TALUT,2018-09-02,280.675,101810.0,70.125
PTE DE CHASSIRON,2018-10-02,280.7625,102232.5,73.875
NANCY-OCHEY,2018-10-02,273.4375,101882.5,94.25
CAP CEPET,2018-10-02,279.975,101158.75,63.875
BREST-GUIPAVAS,2018-10-02,280.1,101770.0,91.75
LE PUY-LOUDES,2018-10-02,270.4875,,78.625
MILLAU,2018-10-02,271.8125,101992.5,77.0
POITIERS-BIARD,2018-08-02,272.7625,102243.75,82.25
PERPIGNAN,2018-08-02,276.425,101956.25,57.75
GLORIEUSES,2018-08-02,301.3357142857143,101142.85714285714,74.0
ST-PIERRE,2018-08-02,275.475,101485.0,98.25
NANCY-OCHEY,2018-08-02,271.825,102072.5,91.625
GILLOT-AEROPORT,2018-08-02,298.6625,101086.25,83.25
AJACCIO,2018-08-02,280.48749999999995,101697.5,67.875
SAINT LAURENT,2018-08-02,297.5625,101201.25,84.0
NICE,2018-09-02,281.20000000000005,101522.5,69.0
BOURGES,2018-09-02,272.4125,101810.0,90.5
BALE-MULHOUSE,2018-09-02,275.125,101741.25,77.25
STRASBOURG-ENTZHEIM,2018-09-02,275.15,101731.25,82.25
NANTES-BOUGUENAIS,2018-04-02,277.22499999999997,101516.25,85.625
CLERMONT-FD,2018-04-02,276.17499999999995,101312.5,88.375
GILLOT-AEROPORT,2018-04-02,299.8625,100967.5,72.0
ROUEN-BOOS,2018-04-02,275.5,101858.75,79.0
ST GIRONS,2018-04-02,276.27500000000003,101355.0,95.375
LAMENTIN-AERO,2018-04-02,298.175,101456.25,77.25
ALENCON,2018-05-02,272.425,102157.5,81.0
AJACCIO,2018-05-02,283.13750000000005,101497.5,68.75
MARIPASOULA,2018-05-02,298.3785714285714,101154.28571428571,79.42857142857143
BALE-MULHOUSE,2018-05-02,273.475,102001.25,89.375
TROYES-BARBEREY,2018-12-02,274.8625,101830.0,78.625
POITIERS-BIARD,2018-12-02,275.325,102101.25,76.625
PTE DE LA HAGUE,2018-12-02,279.87500000000006,101706.25,61.625
LA DESIRADE METEO,2018-02-13,298.54999999999995,101780.0,72.625
AJACCIO,2018-02-13,279.6125,101242.5,61.125
KERGUELEN,2018-02-13,283.8125,100432.5,80.5
CLERMONT-FD,2018-02-13,273.16249999999997,101408.75,69.125
POITIERS-BIARD,2018-02-13,274.1375,101132.5,86.625
TRINITE-CARAVEL,2018-02-13,297.6666666666667,101621.66666666667,79.83333333333333
REIMS-PRUNAY,2018-02-13,273.9625,101258.75,76.25
PLOUMANAC'H,2018-02-13,278.9375,100408.75,73.125
TROMELIN,2018-02-13,302.91249999999997,101440.0,72.375
ROUEN-BOOS,2018-02-13,273.6375,100833.75,88.625
BALE-MULHOUSE,2018-02-13,272.2125,101640.0,72.75
GOURDON,2018-02-13,273.2375,101512.5,81.625
CAP CEPET,2018-02-13,278.5625,101265.0,48.875
LAMENTIN-AERO,2018-02-13,297.7125,101695.0,77.375
CLERMONT-FD,2018-02-14,277.03749999999997,101493.75,64.625
GOURDON,2018-02-14,276.1875,101596.25,94.125
MARIGNANE,2018-02-14,278.3,101548.75,60.25
TROMELIN,2018-02-14,302.825,101370.0,72.5
MARIPASOULA,2018-02-14,298.2125,101313.75,87.0
LIMOGES-BELLEGARDE,2018-02-14,273.825,101498.75,100.0
CAEN-CARPIQUET,2018-02-14,276.2,100813.75,89.5
TROYES-BARBEREY,2018-02-14,276.5,101398.75,78.0
BOURGES,2018-02-14,276.0375,101392.5,84.75
MILLAU,2018-08-14,291.2625,101691.25,69.125
MONT-DE-MARSAN,2018-08-14,293.9875,102072.5,76.375
TOULOUSE-BLAGNAC,2018-08-14,294.54999999999995,101980.0,65.375
CLERMONT-FD,2018-08-15,293.07500000000005,101997.5,67.875
BORDEAUX-MERIGNAC,2018-08-15,295.225,102032.5,67.625
MONT-DE-MARSAN,2018-08-15,294.525,102010.0,70.375
TROMELIN,2018-08-15,297.675,102211.25,68.25
CAEN-CARPIQUET,2018-08-15,292.475,102100.0,77.375
LAMENTIN-AERO,2018-08-15,300.31250000000006,101476.25,81.0
PTE DE LA HAGUE,2018-08-15,291.4357142857143,102034.28571428571,88.85714285714286
LA DESIRADE METEO,2018-06-01,300.025,101647.5,75.625
CAYENNE-MATOURY,2018-06-01,300.025,101342.5,80.5
ORLY,2018-06-01,280.3875,100661.25,87.75
GLORIEUSES,2018-06-01,300.08750000000003,100656.25,86.0
ABBEVILLE,2018-06-01,278.875,100681.25,89.625
NANCY-OCHEY,2018-06-01,280.2875,100691.25,97.125
PTE DE CHASSIRON,2018-06-01,282.78749999999997,100526.25,80.75
BALE-MULHOUSE,2018-06-01,281.52500000000003,100730.0,85.125
NANCY-OCHEY,2018-07-01,279.13750000000005,101557.5,96.625
SAINT LAURENT,2018-07-01,298.2875,101210.0,81.625
TOULOUSE-BLAGNAC,2018-07-01,284.1,100225.0,82.0
MONTPELLIER,2018-07-01,287.6,100620.0,68.25
LYON-ST EXUPERY,2018-07-01,280.45,101073.75,85.875
LE RAIZET AERO,2018-03-01,297.36249999999995,101477.5,82.375
CAYENNE-MATOURY,2018-03-01,299.8375,101193.75,81.75
ROUEN-BOOS,2018-03-01,282.2875,100416.25,78.375
POITIERS-BIARD,2018-03-01,284.97499999999997,101518.75,85.25
BELLE ILE-LE TALUT,2018-03-01,285.6125,101351.25,87.875
BALE-MULHOUSE,2018-03-01,282.425,100802.5,74.125
BREST-GUIPAVAS,2018-03-01,283.97499999999997,101053.75,85.375
MONTELIMAR,2018-04-01,283.36249999999995,101431.25,84.125
MARIGNANE,2018-01-13,280.475,102073.75,75.375
POITIERS-BIARD,2018-01-14,279.9625,101670.0,86.0
CAEN-CARPIQUET,2018-01-14,276.9375,101761.25,89.125
CLERMONT-FD,2018-01-14,279.25,101775.71428571429,79.85714285714286
MONTPELLIER,2018-01-14,282.3625,101748.75,88.75
DIJON-LONGVIC,2018-01-14,275.2625,101990.0,87.25
AJACCIO,2018-01-14,282.28749999999997,101943.75,77.375
LYON-ST EXUPERY,2018-01-14,278.6625,101922.5,67.125
PERPIGNAN,2018-01-14,281.7,101626.25,77.75
LAMENTIN-AERO,2018-01-14,298.925,101423.75,83.0
SAINT GEORGES,2018-01-14,297.43750000000006,101136.25,96.125
MONT-DE-MARSAN,2018-01-14,280.05,101695.0,93.5
PAMANDZI,2018-01-14,298.68999999999994,100968.0,89.0
ABBEVILLE,2018-01-15,278.85,100547.5,90.25
MONT-DE-MARSAN,2018-01-15,281.9875,102177.5,82.5
TARBES-OSSUN,2018-01-15,279.86249999999995,102271.25,79.625
CLERMONT-FD,2018-01-15,278.3,101828.75,76.875
NANCY-OCHEY,2018-01-15,277.5125,101340.0,84.75
AJACCIO,2018-01-15,282.11249999999995,102181.25,79.0
BALE-MULHOUSE,2018-01-15,275.74999999999994,101713.75,78.0
POITIERS-BIARD,2018-01-15,280.6625,101572.5,93.375
PLOUMANAC'H,2018-01-15,282.725,100756.25,88.5
REIMS-PRUNAY,2018-01-15,278.5,101031.25,89.875
LA DESIRADE METEO,2018-01-15,299.375,101475.0,78.375
PLOUMANAC'H,2018-01-16,282.175,100507.5,82.625
LIMOGES-BELLEGARDE,2018-01-16,281.81249999999994,101281.25,98.75
RENNES-ST JACQUES,2018-01-18,283.6125,101203.75,86.0
LYON-ST EXUPERY,2018-01-18,280.72499999999997,101888.75,59.375
KERGUELEN,2018-01-18,281.20000000000005,101813.75,72.5
LIMOGES-BELLEGARDE,2018-01-18,280.47499999999997,101876.25,99.75
CAYENNE-MATOURY,2018-01-18,299.675,101260.0,81.125
ALENCON,2018-01-18,282.26249999999993,100991.25,89.625
NANTES-BOUGUENAIS,2018-01-18,283.58750000000003,101478.75,92.625
TARBES-OSSUN,2018-01-18,279.5625,102477.5,79.375
CROZET,2018-01-18,284.77500000000003,102220.0,75.25
LE RAIZET AERO,2018-01-18,298.1,101567.5,81.625
POITIERS-BIARD,2018-01-19,279.5375,101806.25,85.5
LILLE-LESQUIN,2018-01-19,276.78749999999997,100977.5,79.0
MONTPELLIER,2018-01-19,284.5,101743.75,65.125
TOURS,2018-01-19,279.25000000000006,101645.0,78.625
NANTES-BOUGUENAIS,2018-01-19,279.98749999999995,101766.25,84.75
NANCY-OCHEY,2018-01-19,276.4,101291.25,92.375
STRASBOURG-ENTZHEIM,2018-01-19,278.3875,101215.0,80.0
GOURDON,2018-01-19,281.275,101990.0,94.0
MONTPELLIER,2018-09-05,293.54999999999995,100703.75,59.625
BOURGES,2018-09-05,288.675,101037.5,75.25
POITIERS-BIARD,2018-09-05,286.6625,101201.25,83.875
PLOUMANAC'H,2018-10-05,284.6875,101868.75,69.125
ALENCON,2018-10-05,285.63750000000005,101727.5,66.875
LYON-ST EXUPERY,2018-10-05,287.8125,101497.5,75.0
BORDEAUX-MERIGNAC,2018-10-05,287.62500000000006,101873.75,68.25
EMBRUN,2018-10-05,286.6625,,76.625
AJACCIO,2018-10-05,291.34999999999997,101145.0,82.25
BASTIA,2018-10-05,290.6875,101085.0,90.25
MARIGNANE,2018-10-05,292.62500000000006,101127.5,62.625
ABBEVILLE,2018-10-05,283.6375,101583.75,81.0
ST GIRONS,2018-10-05,285.775,101900.0,53.375
STRASBOURG-ENTZHEIM,2018-10-05,287.08750000000003,101266.25,82.875
PTE DE CHASSIRON,2018-10-05,286.125,101903.75,72.5
GLORIEUSES,2018-05-05,301.21250000000003,101341.25,68.625
NANTES-BOUGUENAIS,2018-05-05,288.9,102097.5,67.125
PTE DE CHASSIRON,2018-05-05,287.87499999999994,101998.75,76.25
NANCY-OCHEY,2018-06-05,291.75,101887.5,55.375
BREST-GUIPAVAS,2018-06-05,288.09999999999997,102070.0,75.75
LYON-ST EXUPERY,2018-06-05,293.325,101598.75,64.0
NICE,2018-06-05,292.2375,101568.75,74.625
CAEN-CARPIQUET,2018-06-05,287.21250000000003,102090.0,81.875
MONTPELLIER,2018-06-05,292.6625,101632.5,72.75
LIMOGES-BELLEGARDE,2018-06-05,291.575,101766.25,69.75
PERPIGNAN,2018-06-05,293.15,101681.25,63.375
TROMELIN,2018-06-05,300.5125,101565.0,72.375
ALENCON,2018-06-05,291.6,101946.25,71.0
GILLOT-AEROPORT,2018-06-05,298.60999999999996,101826.0,61.6
ST GIRONS,2018-06-05,287.425,101881.25,37.125
MARIGNANE,2018-06-05,292.57500000000005,101612.5,71.875
ST GIRONS,2018-07-05,291.225,101503.75,59.0
ALENCON,2018-07-05,293.07500000000005,101581.25,70.0
NANTES-BOUGUENAIS,2018-07-05,293.86249999999995,101512.5,74.5
MONT-DE-MARSAN,2018-07-05,291.72499999999997,101520.0,81.0
REIMS-PRUNAY,2018-07-05,289.6125,101620.0,66.375
LE PUY-LOUDES,2018-07-05,289.025,,81.375
ROUEN-BOOS,2018-07-05,293.275,101630.0,62.125
NANTES-BOUGUENAIS,2018-08-05,290.9375,101136.25,80.625
GLORIEUSES,2018-08-05,299.2625,101275.0,81.125
NANCY-OCHEY,2018-08-05,291.9375,100898.75,54.25
CLERMONT-FD,2018-08-05,288.49999999999994,100993.75,79.75
GOURDON,2018-08-05,290.08750000000003,101187.5,79.5
REIMS-PRUNAY,2018-04-26,283.20000000000005,101955.0,65.25
LILLE-LESQUIN,2018-04-26,284.11249999999995,101765.0,62.875
NANCY-OCHEY,2018-04-26,282.8375,102013.75,69.375
RENNES-ST JACQUES,2018-04-26,283.57500000000005,102102.5,71.875
LYON-ST EXUPERY,2018-04-26,287.1625,102000.0,58.375
ST-PIERRE,2018-04-26,278.15000000000003,102577.5,85.5
ROUEN-BOOS,2018-04-26,283.4125,101957.5,68.375
GOURDON,2018-04-26,285.3125,102155.0,65.125
ABBEVILLE,2018-04-26,283.2375,101870.0,71.125
GILLOT-AEROPORT,2018-04-26,297.63,101372.0,74.6
REIMS-PRUNAY,2018-04-27,285.53749999999997,101120.0,61.625
BREST-GUIPAVAS,2018-04-27,283.42499999999995,100505.0,87.5
BASTIA,2018-04-27,291.5875,101210.0,81.75
NANCY-OCHEY,2018-04-27,285.4875,101211.25,60.625
ROUEN-BOOS,2018-04-27,284.6125,100941.25,68.25
GOURDON,2018-04-27,284.925,101377.5,66.75
LAMENTIN-AERO,2018-04-27,299.01250000000005,101516.25,77.0
